Workout #,Date,Workout Name,Duration (sec),Exercise Name,Set Order,Weight (kg),Reps,RPE,Distance (meters),Seconds,Notes,Workout Notes
114,2022-07-26 12:04:38,Upper day 1 week 1,2898,Skullcrusher (Dumbbell),3,6.80388555,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Hack Squat,W,43.09127515,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Hack Squat,W,52.16312255,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Hack Squat,1,61.23496995,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Hack Squat,2,61.23496995,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Hack Squat,3,61.23496995,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Romanian Deadlift (Barbell),W,20.41165665,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Romanian Deadlift (Barbell),W,43.09127515,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Romanian Deadlift (Barbell),1,52.16312255,9,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Romanian Deadlift (Barbell),2,52.16312255,9,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Romanian Deadlift (Barbell),3,52.16312255,9,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Press,Note,,,,,,Single leg ,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Press,1,31.7514659,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Press,2,31.7514659,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Press,3,31.7514659,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Seated Leg Curl (Machine),1,47.62719885,11,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Seated Leg Curl (Machine),2,47.62719885,11,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Seated Leg Curl (Machine),3,47.62719885,11,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Extension (Machine),1,38.55535145,11,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Extension (Machine),2,38.55535145,11,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Leg Extension (Machine),3,38.55535145,11,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Calf Press on Seated Leg Press,1,43.09127515,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Calf Press on Seated Leg Press,2,43.09127515,10,,,,,
115,2022-08-02 14:33:59,Week 1 lower body,3378,Calf Press on Seated Leg Press,3,43.09127515,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Bench Press (Barbell),W,20.41165665,12,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Bench Press (Barbell),W,43.09127515,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Bench Press (Barbell),1,61.23496995,13,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Bench Press (Barbell),2,61.23496995,13,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Bench Press (Barbell),3,61.23496995,12,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Lat Pulldown (Cable),W,22.6796185,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Lat Pulldown (Cable),W,36.2873896,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Lat Pulldown (Cable),1,45.359237,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Lat Pulldown (Cable),2,45.359237,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Lat Pulldown (Cable),3,45.359237,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Overhead Press (Barbell),W,20.41165665,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Overhead Press (Barbell),W,24.94758035,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Overhead Press (Barbell),1,29.48350405,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Overhead Press (Barbell),2,29.48350405,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Overhead Press (Barbell),3,29.48350405,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Iso-Lateral Row (Machine),1,22.6796185,12,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Iso-Lateral Row (Machine),2,22.6796185,12,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Iso-Lateral Row (Machine),3,22.6796185,12,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Incline Bench Press (Dumbbell),1,20.41165665,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Incline Bench Press (Dumbbell),2,20.41165665,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Incline Bench Press (Dumbbell),3,20.41165665,10,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Skullcrusher (Dumbbell),1,6.80388555,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Skullcrusher (Dumbbell),2,6.80388555,11,,,,,
116,2022-08-03 08:48:04,Upper day 1 week 1,3271,Skullcrusher (Dumbbell),3,6.80388555,11,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Deadlift (Barbell),W,43.09127515,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Deadlift (Barbell),W,52.16312255,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Deadlift (Barbell),1,65.77089365,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Deadlift (Barbell),2,65.77089365,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Deadlift (Barbell),3,65.77089365,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hack Squat,W,20.41165665,12,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hack Squat,W,43.09127515,12,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hack Squat,1,52.16312255,12,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hack Squat,2,52.16312255,12,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hack Squat,3,52.16312255,12,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hip Thrust (Barbell),1,29.48350405,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hip Thrust (Barbell),2,29.48350405,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Hip Thrust (Barbell),3,29.48350405,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Leg Extension (Machine),1,20.41165665,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Leg Extension (Machine),2,20.41165665,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Leg Extension (Machine),3,38.55535145,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Lying Leg Curl (Machine),1,29.48350405,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Lying Leg Curl (Machine),2,29.48350405,10,,,,,
117,2022-08-05 08:45:32,Morning Workout,5014,Lying Leg Curl (Machine),3,29.48350405,8,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Iso-Lateral Chest Press (Machine),W,11.33980925,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Iso-Lateral Chest Press (Machine),W,15.87573295,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Iso-Lateral Chest Press (Machine),1,20.41165665,9,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Iso-Lateral Chest Press (Machine),2,20.41165665,9,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Iso-Lateral Chest Press (Machine),F,20.41165665,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Bent Over Row (Barbell),1,43.09127515,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Bent Over Row (Barbell),2,43.09127515,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Bent Over Row (Barbell),3,43.09127515,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Pendlay Row (Barbell),1,43.09127515,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Pendlay Row (Barbell),2,43.09127515,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Pendlay Row (Barbell),3,43.09127515,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Cable Crossover,1,11.33980925,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Cable Crossover,2,11.33980925,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Cable Crossover,3,11.33980925,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Lateral Raise (Dumbbell),1,4.5359237,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Lateral Raise (Dumbbell),2,4.5359237,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Lateral Raise (Dumbbell),3,4.5359237,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Preacher Curl (Dumbbell),1,9.0718474,12,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Preacher Curl (Dumbbell),2,11.33980925,10,,,,,
118,2022-08-06 08:43:28,Morning Workout,4120,Preacher Curl (Dumbbell),3,11.33980925,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Squat (Barbell),W,20.41165665,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Squat (Barbell),W,43.09127515,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Squat (Barbell),W,52.16312255,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Squat (Barbell),1,65.77089365,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Squat (Barbell),2,65.77089365,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Squat (Barbell),3,65.77089365,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Deadlift (Barbell),W,43.09127515,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Deadlift (Barbell),W,52.16312255,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Deadlift (Barbell),1,70.30681735,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Deadlift (Barbell),2,70.30681735,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Deadlift (Barbell),3,70.30681735,8,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Hack Squat,W,20.41165665,12,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Hack Squat,W,43.09127515,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Hack Squat,1,52.16312255,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Hack Squat,2,52.16312255,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Hack Squat,3,52.16312255,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Seated Leg Curl (Machine),1,52.16312255,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Seated Leg Curl (Machine),2,52.16312255,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Seated Leg Curl (Machine),3,52.16312255,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Leg Extension (Machine),1,22.6796185,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Leg Extension (Machine),2,22.6796185,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Leg Extension (Machine),3,22.6796185,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Seated Calf Raise (Plate Loaded),1,24.94758035,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Seated Calf Raise (Plate Loaded),2,24.94758035,10,,,,,
119,2022-08-09 08:55:25,Morning Workout,3926,Seated Calf Raise (Plate Loaded),3,24.94758035,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Bench Press (Barbell),W,20.41165665,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Bench Press (Barbell),W,43.09127515,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Bench Press (Barbell),W,52.16312255,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Bench Press (Barbell),1,65.77089365,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Bench Press (Barbell),2,65.77089365,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Bench Press (Barbell),3,65.77089365,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Lat Pulldown (Cable),W,27.2155422,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Lat Pulldown (Cable),W,40.8233133,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Lat Pulldown (Cable),1,49.8951607,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Lat Pulldown (Cable),2,49.8951607,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Lat Pulldown (Cable),3,49.8951607,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Overhead Press (Barbell),W,20.41165665,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Overhead Press (Barbell),W,29.48350405,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Overhead Press (Barbell),1,31.7514659,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Overhead Press (Barbell),2,31.7514659,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Overhead Press (Barbell),3,31.7514659,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Seated Row (Cable),Note,,,,,,Standing ,
120,2022-08-10 08:52:37,Morning Workout,3206,Seated Row (Cable),1,49.8951607,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Seated Row (Cable),2,49.8951607,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Seated Row (Cable),3,49.8951607,8,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Chest Press (Machine),1,31.7514659,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Chest Press (Machine),2,31.7514659,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Chest Press (Machine),3,31.7514659,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Cable Kickback,1,6.80388555,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Cable Kickback,2,6.80388555,10,,,,,
120,2022-08-10 08:52:37,Morning Workout,3206,Cable Kickback,3,6.80388555,10,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,Note,,,,,,Single leg,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,W,13.6077711,10,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,W,22.6796185,10,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,W,27.2155422,10,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,1,34.01942775,8,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,2,34.01942775,8,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Press,3,34.01942775,8,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Seated Leg Curl (Machine),1,52.16312255,11,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Seated Leg Curl (Machine),2,52.16312255,11,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Seated Leg Curl (Machine),3,52.16312255,11,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Extension (Machine),1,22.6796185,11,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Extension (Machine),2,22.6796185,11,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Leg Extension (Machine),3,22.6796185,11,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Seated Calf Raise (Plate Loaded),1,15.87573295,12,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Seated Calf Raise (Plate Loaded),2,15.87573295,12,,,,,
121,2022-08-15 08:50:03,Morning Workout,1909,Seated Calf Raise (Plate Loaded),3,15.87573295,12,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Bench Press (Barbell),W,20.41165665,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Bench Press (Barbell),W,43.09127515,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Bench Press (Barbell),W,61.23496995,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Bench Press (Barbell),1,65.77089365,9,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Bench Press (Barbell),2,65.77089365,9,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Bench Press (Barbell),3,65.77089365,9,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Lat Pulldown (Cable),W,27.2155422,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Lat Pulldown (Cable),W,40.8233133,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Lat Pulldown (Cable),1,49.8951607,9,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Lat Pulldown (Cable),2,49.8951607,9,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Lat Pulldown (Cable),3,49.8951607,9,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Overhead Press (Barbell),W,20.41165665,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Overhead Press (Barbell),W,29.48350405,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Overhead Press (Barbell),1,34.01942775,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Overhead Press (Barbell),2,34.01942775,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Overhead Press (Barbell),3,34.01942775,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Seated Row (Cable),Note,,,,,,Standing ,
122,2022-08-16 08:49:34,Morning Workout,3401,Seated Row (Cable),1,49.8951607,11,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Seated Row (Cable),2,49.8951607,11,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Seated Row (Cable),3,49.8951607,11,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Chest Press (Machine),1,31.7514659,12,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Chest Press (Machine),2,38.55535145,10,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Chest Press (Machine),F,38.55535145,16,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Cable Kickback,Note,,,,,,Standing,
122,2022-08-16 08:49:34,Morning Workout,3401,Cable Kickback,1,6.80388555,12,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Cable Kickback,2,9.0718474,12,,,,,
122,2022-08-16 08:49:34,Morning Workout,3401,Cable Kickback,3,11.33980925,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Deadlift (Barbell),W,43.09127515,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Deadlift (Barbell),W,52.16312255,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Deadlift (Barbell),W,65.77089365,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Deadlift (Barbell),1,70.30681735,8,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Deadlift (Barbell),2,70.30681735,8,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Press,W,43.09127515,12,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Press,W,52.16312255,12,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Press,1,61.23496995,11,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Press,2,61.23496995,11,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Press,3,61.23496995,11,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Single leg press ,1,43.09127515,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Single leg press ,2,43.09127515,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Single leg press ,3,43.09127515,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Extension (Machine),1,22.6796185,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Extension (Machine),2,22.6796185,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Leg Extension (Machine),3,22.6796185,10,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Lying Leg Curl (Machine),1,29.48350405,11,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Lying Leg Curl (Machine),2,29.48350405,11,,,,,
123,2022-08-18 10:20:36,Morning Workout,11360,Lying Leg Curl (Machine),3,29.48350405,11,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Seated Row (Machine),W,52.16312255,12,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Seated Row (Machine),1,47.62719885,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Seated Row (Machine),2,47.62719885,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Seated Row (Machine),3,47.62719885,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Incline Chest Press (Machine),1,20.41165665,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Incline Chest Press (Machine),2,20.41165665,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Incline Chest Press (Machine),3,20.41165665,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Cable Crossover,1,11.33980925,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Cable Crossover,2,11.33980925,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Cable Crossover,3,11.33980925,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Reverse Fly (Cable),1,11.33980925,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Reverse Fly (Cable),2,11.33980925,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Reverse Fly (Cable),3,11.33980925,10,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Bicep Curl (Cable),Note,,,,,,21s,
124,2022-08-19 11:25:38,Morning Workout,1849,Bicep Curl (Cable),1,20.41165665,21,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Bicep Curl (Cable),2,20.41165665,21,,,,,
124,2022-08-19 11:25:38,Morning Workout,1849,Bicep Curl (Cable),3,20.41165665,21,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Goblet Squat (Kettlebell),W,22.6796185,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Goblet Squat (Kettlebell),W,40.8233133,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Goblet Squat (Kettlebell),1,49.8951607,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Goblet Squat (Kettlebell),2,49.8951607,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Goblet Squat (Kettlebell),3,49.8951607,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Romanian Deadlift (Dumbbell),1,27.2155422,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Romanian Deadlift (Dumbbell),2,27.2155422,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Romanian Deadlift (Dumbbell),3,27.2155422,10,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Leg Extension (Machine),1,22.6796185,11,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Leg Extension (Machine),2,22.6796185,11,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Leg Extension (Machine),3,22.6796185,11,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Lying Leg Curl (Machine),1,29.48350405,11,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Lying Leg Curl (Machine),2,29.48350405,11,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Lying Leg Curl (Machine),3,29.48350405,11,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Seated Calf Raise (Machine),1,22.6796185,12,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Seated Calf Raise (Machine),2,22.6796185,12,,,,,
125,2022-08-22 11:04:28,Morning Workout,1463,Seated Calf Raise (Machine),3,22.6796185,12,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Squat (Barbell),W,52.16312255,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Squat (Barbell),W,61.23496995,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Squat (Barbell),1,70.30681735,8,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Squat (Barbell),2,70.30681735,8,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Squat (Barbell),3,70.30681735,8,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Romanian Deadlift (Barbell),W,20.41165665,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Romanian Deadlift (Barbell),W,43.09127515,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Romanian Deadlift (Barbell),1,52.16312255,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Romanian Deadlift (Barbell),2,52.16312255,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Romanian Deadlift (Barbell),3,52.16312255,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Standing Calf Raise (Barbell),W,52.16312255,11,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Standing Calf Raise (Barbell),1,61.23496995,12,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Standing Calf Raise (Barbell),2,70.30681735,12,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Leg Extension (Machine),1,22.6796185,10,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Leg Extension (Machine),D,18.1436948,12,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Leg Extension (Machine),D,13.6077711,16,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Seated Leg Curl (Machine),1,52.16312255,11,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Seated Leg Curl (Machine),D,38.55535145,13,,,,,
126,2022-08-29 12:05:26,Morning Workout,2491,Seated Leg Curl (Machine),D,24.94758035,16,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Squat (Barbell),W,52.16312255,10,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Squat (Barbell),W,61.23496995,10,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Squat (Barbell),1,70.30681735,9,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Squat (Barbell),2,70.30681735,9,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Squat (Barbell),3,70.30681735,9,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Romanian Deadlift (Barbell),W,20.41165665,10,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Romanian Deadlift (Barbell),W,43.09127515,10,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Romanian Deadlift (Barbell),1,52.16312255,11,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Romanian Deadlift (Barbell),2,52.16312255,11,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Romanian Deadlift (Barbell),3,52.16312255,11,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Standing Calf Raise (Barbell),1,70.30681735,12,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Standing Calf Raise (Barbell),2,70.30681735,12,,,,,
127,2022-09-05 08:57:46,Morning Workout,5102,Standing Calf Raise (Barbell),3,70.30681735,12,,,,,
